Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
8/12/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
8/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
8/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Faith Comm Online,53704-6481,18827,4151322.47,21,197682.0224
8/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
8/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
8/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
8/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
8/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
8/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
8/4/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711-5272,535,4151322.47,21,197682.0224
8/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
8/2/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,53725,20072,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,20236,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,20237,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20236,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-3485,22,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53718-3485,22,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,14504,4151322.47,21,197682.0224
8/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
7/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
7/31/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53704-2200,20226,15722436.67,21,748687.4605
7/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
7/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2341,421,4151322.47,21,197682.0224
7/29/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
7/27/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53704-5629,2289,4151322.47,21,197682.0224
7/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
7/25/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
7/24/2024,100,4.57E-06,Donation,Unrestricted,2024 Sips & Slices,Individual Multi Channel,53704-7671,14108,49070.21,3,16356.73667
7/22/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53593-9179,5147,4151322.47,21,197682.0224
7/22/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,20084,4151322.47,21,197682.0224
7/22/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1185,3841,4151322.47,21,197682.0224
7/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
7/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
7/16/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53711-5104,1514,15722436.67,21,748687.4605
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53532-2500,1855,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
7/15/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
7/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-1912,20203,4151322.47,21,197682.0224
7/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53575-1346,20029,4151322.47,21,197682.0224
7/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
7/11/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Mailing,53716-1138,7073,15722436.67,21,748687.4605
7/11/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
7/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
7/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Faith Comm Online,53704-6481,18827,4151322.47,21,197682.0224
7/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
7/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53532-2711,1830,4151322.47,21,197682.0224
7/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
7/8/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15438,4151322.47,21,197682.0224
7/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15169,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-9710,20194,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,77573-6495,20189,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
7/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
7/3/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53705-5218,2037,15722436.67,21,748687.4605
7/3/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53705-4621,2355,4151322.47,21,197682.0224
7/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
7/2/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
7/1/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53597-2373,3398,15722436.67,21,748687.4605
7/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-8455,4895,4151322.47,21,197682.0224
7/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
6/29/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53532-1605,3032,15722436.67,21,748687.4605
6/29/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53705-2129,3488,15722436.67,21,748687.4605
6/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
6/28/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53716-2566,5670,15722436.67,21,748687.4605
6/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
6/27/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-1008,3227,4151322.47,21,197682.0224
6/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1411,18770,4151322.47,21,197682.0224
6/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2219,4808,4151322.47,21,197682.0224
6/25/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1181,3278,4151322.47,21,197682.0224
6/25/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
6/24/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704-7663,3402,15722436.67,21,748687.4605
6/24/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5926,2771,4151322.47,21,197682.0224
6/24/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53719-3948,3688,15722436.67,21,748687.4605
6/23/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Mailing,53725,20072,15722436.67,21,748687.4605
6/22/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,3192,4151322.47,21,197682.0224
6/21/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
6/21/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53703-2341,421,15722436.67,21,748687.4605
6/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
6/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
6/17/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53711-1212,4527,15722436.67,21,748687.4605
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
6/14/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
6/12/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15438,4151322.47,21,197682.0224
6/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15169,4151322.47,21,197682.0224
6/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53527-9613,3392,4151322.47,21,197682.0224
6/11/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
6/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
6/10/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53714-2606,574,15722436.67,21,748687.4605
6/10/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
6/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704-6481,18827,4151322.47,21,197682.0224
6/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
6/8/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53705-4574,3379,15722436.67,21,748687.4605
6/7/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
6/7/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53527-9737,3863,15722436.67,21,748687.4605
6/6/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Business Multi Channel,53703-5105,4745,15722436.67,21,748687.4605
6/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
6/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
6/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
6/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
6/3/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53705-1005,2689,4151322.47,21,197682.0224
6/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,94023,19126,4151322.47,21,197682.0224
6/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53532-9136,17026,4151322.47,21,197682.0224
6/3/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
6/3/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704-7074,19049,15722436.67,21,748687.4605
6/2/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53718-1931,3244,15722436.67,21,748687.4605
6/1/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704-8455,4895,15722436.67,21,748687.4605
6/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
5/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
5/31/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-2138,2431,4151322.47,21,197682.0224
5/31/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53527-9345,3390,15722436.67,21,748687.4605
5/31/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Online,53705-4925,4820,15722436.67,21,748687.4605
5/30/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53703-3835,3376,15722436.67,21,748687.4605
5/29/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-2144,8551,4151322.47,21,197682.0224
5/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
5/28/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
5/24/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
5/23/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-1117,2412,4151322.47,21,197682.0224
5/22/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
5/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
5/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
5/16/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2341,421,4151322.47,21,197682.0224
5/15/2024,100,4.57E-06,Donation,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Mailing,53704-8478,3264,15722436.67,21,748687.4605
5/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
5/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-5218,2037,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
5/14/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
5/13/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
5/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Business Multi Channel,53725,20072,4151322.47,21,197682.0224
5/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
5/13/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53715-1716,658,4151322.47,21,197682.0224
5/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Event,53705-2229,20057,4151322.47,21,197682.0224
5/10/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Payroll,53718-2761,225,4151322.47,21,197682.0224
5/10/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Online,53704-1718,15816,4151322.47,21,197682.0224
5/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704-6481,18827,4151322.47,21,197682.0224
5/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
5/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
5/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Event,53532-0621,20051,4151322.47,21,197682.0224
5/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Event,53711-4041,20050,4151322.47,21,197682.0224
5/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
5/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
5/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-3122,281,4151322.47,21,197682.0224
5/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53593-9265,1363,4151322.47,21,197682.0224
5/4/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53711-5272,535,4151322.47,21,197682.0224
5/1/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
5/1/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-8249,1069,4151322.47,21,197682.0224
4/30/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-4308,1938,4151322.47,21,197682.0224
4/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53715-1974,318,4151322.47,21,197682.0224
4/26/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,225,4151322.47,21,197682.0224
4/23/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2599,310,4151322.47,21,197682.0224
4/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2377,9719,4151322.47,21,197682.0224
4/20/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-9016,539,4151322.47,21,197682.0224
4/18/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53703-2341,421,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-9171,700,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Pledge Payment,Cap Camp Unrestricted,2023-2024 Recipe for Hope,Individual Multi Channel,53705-4218,57,15722436.67,21,748687.4605
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53597-8000,1127,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53711-6606,493,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7006,477,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-1493,483,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-4013,497,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5971,431,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-7990,438,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-7071,448,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-3174,457,4151322.47,21,197682.0224
4/15/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-1237,467,4151322.47,21,197682.0224
4/12/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15438,4151322.47,21,197682.0224
4/12/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Foundation Multi Channel,Unknown,15169,4151322.47,21,197682.0224
4/11/2024,100,4.57E-06,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,338,4151322.47,21,197682.0224
4/11/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15619,4151322.47,21,197682.0224
4/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53704-6481,18827,4151322.47,21,197682.0224
4/10/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2313,14072,4151322.47,21,197682.0224
4/9/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53717-1686,3033,4151322.47,21,197682.0224
4/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53718-2761,225,4151322.47,21,197682.0224
4/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53578-1159,19854,4151322.47,21,197682.0224
4/8/2024,100,4.57E-06,Donation,Unrestricted,Support The River,Individual Multi Channel,53562-3847,1857,4151322.47,21,197682.0224
4/5/2024,100,4.57E-06,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-2319,2459,4151322.47,21,197682.0224
